順位,キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
316,夜になると頭が痛い,5700,60,1.463,-43.657,21,79,9,18,17,23,19,8,6
317,不顕性感染とは,5400,60,1.463,-60.066,28,72,6,20,12,20,20,15,7
318,ボブパーマ ゆるふわ,5300,60,1.459,-23.232,9,91,1,6,10,28,37,13,5
319,香川医大附属病院,5400,60,1.458,-30.416,31,69,1,4,11,20,25,22,17
320,glu,6600,60,1.446,-38.629,45,55,1,9,6,11,19,22,32
321,スライディングシート,6000,60,1.446,-21.742,28,72,2,6,12,25,30,17,8
322,目眩 何科を受診するか,6000,60,1.443,-83.637,20,80,0,5,12,23,28,18,14
323,テリパラチド 自己注射,5600,60,1.443,-41.005,14,86,0,9,12,20,22,21,16
324,中性脂肪 1000以上,5400,60,1.441,-21.359,56,44,1,5,13,30,30,14,7
325,ケアマネジメントとは,5600,60,1.432,-40.901,24,76,4,16,9,21,27,17,6
326,口の中の上が痛い,6300,60,1.428,-74.196,29,71,11,14,16,20,22,10,7
327,胸部ct わかること,5800,60,1.426,-25.248,31,69,1,4,10,22,29,21,13
328,まだら認知症,6100,60,1.424,-45.899,26,74,3,16,10,16,25,18,12
329,ボスミン アドレナリン 違い,5500,60,1.421,-23.451,27,73,1,17,20,26,22,9,5
330,動眼神経麻痺,5900,60,1.417,-26.736,36,64,1,17,16,20,20,14,12
331,はっさく 栄養,5900,60,1.417,-21.321,25,75,2,8,15,22,24,13,16
332,エンシュア 処方 条件,6100,60,1.416,-41.208,23,77,0,5,8,17,28,25,17
333,ザイティガ,6300,60,1.415,-55.25,46,54,0,10,16,22,21,15,16
334,t-cho,6000,60,1.412,-40.487,32,68,1,8,9,15,25,22,20
335,鼻ポリープ,5800,60,1.41,-30.148,38,62,6,13,16,22,22,13,8
336,肉芽腫 肉芽腫,5800,60,1.402,-19.885,26,74,2,7,11,24,24,17,15
337,起きたら腰が痛い,6300,60,1.399,-29.407,32,68,5,17,24,28,17,6,3
338,ガウンテクニック手順,6200,60,1.398,-32.346,21,79,3,12,14,27,26,13,5
339,過敏性肺炎,5700,60,1.397,-30.022,42,58,3,11,14,19,21,17,15
340,脊椎損傷,6100,60,1.394,-36.831,31,69,2,15,15,23,21,12,12
341,鼠蹊部 痛い,6600,60,1.388,-27.03,29,71,1,5,12,23,29,20,10
342,潜在性甲状腺機能低下症,6500,60,1.388,-33.76,25,75,1,11,25,21,21,12,9
343,トラゾドン 効果,6400,60,1.385,-42.681,28,72,2,12,12,18,26,17,13
344,bmi 基準値,6100,60,1.384,-75.438,39,61,5,29,12,14,13,13,14
345,仮面うつ病とは,5800,60,1.383,-56.202,25,75,6,20,14,19,20,13,8
346,冬コーデ レディース,5500,60,1.383,-20.052,11,89,5,13,18,29,26,7,2
347,胚細胞腫瘍,5900,60,1.382,-23.156,32,68,4,12,15,22,24,15,8
348,グルコシルセラミド,6600,60,1.381,-34.226,22,78,1,5,10,19,30,21,14
349,カロナールとロキソニン併用,6600,60,1.369,-32.988,32,68,3,11,14,22,26,15,9
350,布団に入ると咳が出る,6400,60,1.367,-25.943,22,78,1,4,11,20,25,25,14
351,chads2スコア,5900,60,1.367,-26.477,60,40,1,25,22,20,14,11,7
352,アンジュ 豊田市,5700,60,1.365,-48.939,23,77,1,8,19,30,25,12,5
353,心房細動 原因,6700,60,1.364,-34.411,40,60,1,12,9,14,23,21,20
354,勝田台病院,6000,60,1.363,-39.146,39,61,1,5,7,15,28,22,22
355,卵巣癌 転移しやすい場所,6200,60,1.362,-28.702,14,86,0,3,5,16,29,29,18
356,お風呂鏡 水垢 落とし方,6100,60,1.361,-60.317,25,75,1,8,12,23,33,16,7
357,ゼチーア錠10mg,6400,60,1.36,-26.063,34,66,0,4,4,11,20,25,36
358,セシオンhdプレミアム,6000,60,1.359,-26.05,42,58,2,12,16,22,23,15,10
359,05030993316,6200,60,1.358,-158.731,39,61,1,12,15,21,26,15,10
360,ctr 正常値,6200,60,1.347,-49.442,29,71,1,32,18,21,16,6,6
361,細菌,6800,60,1.346,-37.202,41,59,6,8,11,19,19,18,19
362,猫吐く,6400,60,1.346,-20.971,23,77,3,3,4,17,37,25,11
363,心筋シンチ検査とは,6700,60,1.344,-23.645,35,65,1,13,10,14,19,19,24
364,福祉事務所とは,6200,60,1.344,-31.775,33,67,3,19,12,21,22,15,8
365,星ひとみ占い,6700,60,1.342,-53.485,11,89,12,40,13,13,14,6,2
366,社会保険任意継続手続き,6200,60,1.335,-35.732,37,63,0,3,4,19,31,31,12
367,腕橈骨筋,7100,60,1.332,-19.469,56,44,9,22,20,21,17,7,4
368,多職種連携とは,6200,60,1.332,-41.293,24,76,9,26,10,22,22,8,3
369,甲状腺ホルモン 低い,6400,60,1.331,-19.808,25,75,1,8,14,19,24,19,15
370,虫歯 頭痛,6400,60,1.331,-28.051,38,62,6,28,32,22,7,3,2
371,花咲ガン画像,6200,60,1.331,-26.205,16,84,1,3,7,19,36,26,8
372,訪問介護 報酬改定 2024,6900,60,1.329,-73.743,37,63,1,2,7,22,30,22,16
373,関節リウマチ 症状,7100,60,1.328,-76.707,22,78,3,18,13,16,22,16,12
374,虐待防止研修,7000,60,1.328,-51.604,24,76,1,2,6,22,30,25,14
375,尿失禁,7300,60,1.326,-28.439,29,71,4,14,9,14,19,18,22
376,乳がんステージ3a生存率,6700,60,1.325,-33.133,24,76,1,1,4,18,30,25,21
377,床ずれ 褥瘡,7300,60,1.323,-25.243,27,73,3,5,8,12,26,27,19
378,生活習慣病 療養計画書,6600,60,1.321,-42.455,30,70,1,2,8,20,30,21,18
379,ビオスリー おなら,6700,60,1.319,-48.247,19,81,1,6,11,18,25,21,18
380,ブラッドアクセス,3700,50,1.83,-25.148,23,77,0,40,22,19,12,5,2
381,椎弓切除術,3600,50,1.822,-45.957,36,64,0,21,15,17,18,15,14
382,鎮痛剤 副作用,3800,50,1.783,-26.86,32,68,2,6,7,16,23,23,23
383,漢方25番の効果,3200,50,1.778,-20.855,10,90,1,3,6,27,47,11,5
384,福祉用具貸与,3500,50,1.762,-67.987,31,69,3,16,9,20,25,16,11
385,左胸の下が痛い,3500,50,1.752,-23.487,46,54,4,13,19,24,23,11,6
386,ミノルタ 新生児,3600,50,1.74,-52.536,8,92,0,39,39,13,6,2,1
387,sbt 医療,3700,50,1.739,-52.8,32,68,0,35,22,21,15,5,2
388,頚部骨折,3300,50,1.733,-56.306,36,64,1,17,20,22,21,13,6
389,対位変換,3800,50,1.731,-32.634,25,75,5,12,12,23,25,16,7
390,首のしこり 痛い,3400,50,1.718,-22.501,21,79,5,14,19,25,22,10,5
391,大腿骨近位部骨折,3600,50,1.716,-19.34,36,64,2,25,15,17,19,13,9
392,左橈骨遠位端骨折,3700,50,1.71,-93.168,35,65,4,12,13,25,24,16,6
393,イソプロテレノール,3600,50,1.705,-19.271,47,53,2,35,23,17,12,6,5
394,デイケアとデイサービスの違い,4100,50,1.694,-47.447,26,74,1,11,6,12,27,24,19
395,過活動膀胱炎 症状,4500,50,1.689,-53.541,21,79,2,3,5,14,22,26,28
396,整腸剤とは,3500,50,1.686,-21.438,37,63,6,26,26,18,13,7,4
397,食べても太らない 原因,3600,50,1.666,-19.037,30,70,7,19,15,19,19,12,9
398,胃腸に良い食べ物,4200,50,1.664,-23.975,36,64,1,11,17,24,22,14,11
399,ジソピラミド,3800,50,1.664,-30.093,45,55,0,23,18,16,16,14,13
400,サ責任者 資格,3800,50,1.65,-43.24,22,78,0,5,15,26,34,13,7
401,ヘンダーソン 看護,4200,50,1.641,-27.735,12,88,14,31,12,20,16,5,2
402,rdw-cv,4300,50,1.639,-30,26,74,2,8,11,18,23,18,20
403,pivka 腫瘍マーカー,4100,50,1.638,-62.08,34,66,1,8,10,20,24,20,17
404,インフルエンザ食事,3700,50,1.636,-82.411,32,68,1,2,4,21,38,23,11
405,過敏性腸症候群とは,4300,50,1.631,-36.084,23,77,20,24,15,15,14,6,6
406,多尿,3900,50,1.629,-21.733,33,67,4,18,15,19,19,13,12
407,痔は何科を受診,4300,50,1.624,-48.158,35,65,1,4,7,17,28,23,20
408,更年期関節痛,3600,50,1.617,-20.456,9,91,1,0,1,23,66,7,2
409,褥瘡 好発部位,3900,50,1.615,-24.068,18,82,4,26,12,19,20,13,6
410,寝起きの頭痛,3700,50,1.614,-34.519,21,79,2,8,16,27,27,14,6
411,拘束性換気障害,4700,50,1.606,-21.5,32,68,4,36,14,16,15,8,7
412,前額部とは,4000,50,1.606,-22.334,41,59,1,16,21,26,21,10,5
413,障害受容の5段階,4100,50,1.6,-22.138,27,73,3,29,17,23,17,7,4
414,アンクレット ペア,4100,50,1.587,-38.819,31,69,3,24,29,29,11,2,2
415,ステロイド 副作用 どんな症状,4100,50,1.587,-35.692,34,66,1,4,6,16,27,23,23
416,柏原市民病院,4000,50,1.581,-23.623,35,65,1,4,10,18,25,22,20
417,50肩 整骨院で治るか,4200,50,1.57,-28.331,29,71,0,1,1,9,59,20,10
418,老年期,4600,50,1.565,-20.509,22,78,6,19,6,14,20,18,17
419,准看護師 求人,3900,50,1.564,-39.299,13,87,2,9,19,33,26,8,3
420,コロナ感染 抗体 いつまで,4700,50,1.563,-102.98,21,79,1,1,5,14,34,29,16
421,くも膜下出血 2週間,4100,50,1.563,-27.772,29,71,2,7,10,20,30,18,13
422,r/o 医療用語,4600,50,1.561,-28.429,27,73,0,28,21,21,18,7,5
423,土砂崩れの夢,4100,50,1.561,-33.191,20,80,3,14,18,27,29,7,2
424,サクセスフルエイジング,4400,50,1.56,-32.91,20,80,6,25,9,15,17,11,17
425,栃木温泉宿ランキング,4100,50,1.556,-48.631,41,59,1,4,4,12,30,29,20
426,ペースメーカー ddd,4300,50,1.553,-30.953,21,79,0,35,25,23,10,3,4
427,目の下クマ 原因,4000,50,1.553,-28.586,28,72,3,8,13,27,30,13,6
428,トリクロリールシロップ,4700,50,1.55,-59.421,23,77,1,21,30,25,14,7,2
429,任意入院とは,4200,50,1.544,-23.662,29,71,3,17,12,21,24,16,7
430,日曜当番医,4100,50,1.541,-45.921,28,72,0,2,10,21,24,24,19
431,座っていると腰が痛い,4300,50,1.54,-37.342,31,69,3,7,11,20,28,21,10
432,食事中 水分,5000,50,1.535,-22.035,26,74,6,20,22,20,16,8,8
433,cabg,4600,50,1.533,-28.269,35,65,0,38,21,18,12,8,3
434,グリム基準,4000,50,1.533,-65.815,25,75,1,22,22,27,19,6,3
435,口内炎 痛くない,4100,50,1.532,-37.082,27,73,8,19,23,23,16,6,5
436,ロサルヒド配合錠ld,4600,50,1.531,-44.987,38,62,0,4,8,19,25,22,22
437,爪に縦線,5000,50,1.528,-54.269,30,70,2,4,7,13,24,26,24
438,ldifcc 血液検査 高い,4700,50,1.527,-31.618,23,77,0,2,4,11,22,24,37
439,末端とは,4300,50,1.52,-37.189,45,55,9,13,15,23,20,10,10
440,血圧の薬 いつ飲む,4400,50,1.519,-20.103,34,66,0,1,2,10,29,29,29
441,ホリゾン 効果,4400,50,1.518,-43.288,17,83,1,18,14,19,22,15,11
442,抗菌剤,4800,50,1.517,-23.622,38,62,2,6,12,20,20,20,20
443,生ワクチン 接種間隔,4200,50,1.513,-47.62,22,78,2,11,26,29,18,9,5
444,トモセラピー,4700,50,1.51,-21.648,35,65,1,4,8,20,27,21,19
445,頭痛と吐き気,4700,50,1.51,-20.369,26,74,3,13,12,20,26,15,11
446,椅子に座ると腰が痛い,4400,50,1.509,-88.375,43,57,3,7,9,17,22,20,22
447,右股関節の痛み 原因 女,4400,50,1.506,-34.352,7,93,2,5,10,23,32,17,11
448,歯の根っこの治療,4700,50,1.504,-25.497,21,79,1,7,12,23,29,18,10
449,手が冷たい 男性,4900,50,1.502,-52.198,56,44,2,7,10,17,22,22,20
450,レイノー症候群,4300,50,1.5,-53.362,28,72,4,15,15,20,19,14,13
451,福島市火災情報,4300,50,1.497,-36.93,42,58,1,3,5,18,28,28,17
452,介護パンツ,4900,50,1.493,-22.173,29,71,0,1,3,11,31,27,27
453,ドンペリドン錠10 トーワ,5200,50,1.492,-19.627,33,67,1,2,4,9,17,25,42
454,食後 下痢,4400,50,1.492,-44.062,18,82,2,17,32,27,14,5,3
455,loc 医療用語,4700,50,1.488,-64.524,44,56,1,29,23,23,15,6,3
456,彼氏に浮気される夢,4700,50,1.485,-42.951,7,93,19,63,9,4,3,1,1
457,インフルエンザ肺炎,4300,50,1.485,-97.341,37,63,3,9,16,24,23,16,9
458,介護老人保健施設とは わかりやすく,4600,50,1.484,-25.135,30,70,1,4,5,13,31,28,18
459,乳がん ステージ2,4200,50,1.482,-44.023,24,76,1,7,14,29,26,12,11
460,顔色 土色,4900,50,1.479,-44.663,20,80,1,6,15,30,28,13,7
461,座っているのにめまい,4500,50,1.479,-31.323,13,87,4,10,19,29,25,9,4
462,ジップ みとちゃん 休み,4500,50,1.477,-91.673,15,85,1,1,6,25,33,24,10
463,ビダラビン軟膏 ヘルペス,4700,50,1.476,-44.955,28,72,2,6,15,23,21,15,18
464,肛門科ら粘液が出る 痒い 薬,5100,50,1.469,-82.03,40,60,1,4,8,18,27,21,21
465,グラム染色,4800,50,1.469,-23.794,40,60,9,35,12,15,14,9,6
466,おシッコ泡立つ原因,4300,50,1.468,-24.92,28,72,4,10,10,18,32,19,7
467,レクリエ,4400,50,1.467,-34.17,19,81,1,3,10,23,32,22,9
468,老人性皮膚掻痒症,5400,50,1.464,-25.904,33,67,1,7,3,7,17,28,37
469,フォサマック,5400,50,1.457,-34.251,31,69,1,14,12,18,20,17,18
470,タケルダ,4500,50,1.455,-34.86,42,58,1,15,19,21,19,13,12
471,子宮内膜症 治療,4400,50,1.455,-24.248,10,90,2,25,31,27,9,3,3
472,膀胱瘤,5200,50,1.443,-51.06,16,84,1,6,10,14,22,20,27
473,peep 人工呼吸器,4600,50,1.441,-35.19,27,73,0,46,20,18,11,3,2
474,ユースキン 効果,4600,50,1.441,-36.889,26,74,2,7,13,18,22,18,20
475,食後 頭痛,4400,50,1.441,-23.576,23,77,2,21,32,26,12,4,3
476,接触感染とは,4600,50,1.44,-67.017,26,74,6,19,19,20,19,11,6
477,総蛋白 高い,4500,50,1.439,-20.855,27,73,1,17,17,19,29,7,10
478,大腿骨頸部骨折,5000,50,1.438,-42.168,29,71,6,24,12,15,20,14,9
479,メトアナ配合錠,5300,50,1.437,-48.178,39,61,1,9,13,21,23,19,14
480,腎臓透析とは,5400,50,1.435,-33.541,41,59,1,2,3,9,22,28,35
481,倦怠感 続く,5100,50,1.435,-98.757,31,69,1,9,18,24,22,17,9
482,山梨病院,4800,50,1.434,-20.127,41,59,0,6,11,22,27,19,15
483,首と肩が痛い,4900,50,1.433,-60.959,31,69,3,11,16,24,24,12,10
484,パニック障害 漢方薬,4400,50,1.433,-33.166,18,82,1,5,15,36,29,9,5
485,妊娠チェック,5600,50,1.431,-33.372,7,93,12,47,32,6,2,1,0
486,生ワクチン 種類 一覧,5400,50,1.431,-46.204,20,80,3,14,17,21,22,14,9
487,子宮体がん 症状 前兆,4700,50,1.43,-66.71,6,94,1,4,10,32,38,9,6
488,頬骨の下 押すと痛い,5000,50,1.427,-31.309,13,87,1,9,22,26,27,11,4
489,ストレートネック 頭痛,4600,50,1.425,-49.755,28,72,3,13,24,28,21,7,4
490,コロナ咳が治らない,5100,50,1.424,-36.244,25,75,1,6,5,21,33,23,11
491,不正出血とは,5500,50,1.421,-21.477,25,75,17,35,17,15,10,4,2
492,郵便局引き出し限度額,5400,50,1.42,-46.206,26,74,1,0,2,17,37,24,19
493,毎日ヨーグルトを食べた結果,5000,50,1.42,-35.42,29,71,4,13,20,28,22,8,5
494,車が壊れる夢,4700,50,1.415,-73.039,30,70,1,15,18,28,28,7,3
495,けいつい,4900,50,1.414,-35.151,39,61,1,3,7,14,20,22,33
496,コロナ 症状 何日続く 熱,5200,50,1.412,-48.58,33,67,2,3,7,17,29,23,19
497,ビスホスホネート,4900,50,1.412,-21.94,31,69,1,18,10,14,18,18,21
498,左胸 チクチク痛い,5000,50,1.409,-38.731,52,48,2,12,22,24,20,11,9
499,手関節,5400,50,1.408,-26.663,44,56,3,21,16,20,18,12,10
500,アレンドロン酸,5400,50,1.408,-44.605,35,65,1,26,15,15,15,13,15
501,ac療法,5100,50,1.408,-65.327,20,80,1,8,9,20,29,21,12
502,ボリコナゾール,5200,50,1.406,-20.938,37,63,1,25,19,19,17,10,9
503,無料エッチ,4900,50,1.403,-63.376,27,73,1,5,9,28,35,14,8
504,サンリズムカプセル50mg,5500,50,1.398,-28.605,41,59,0,4,5,12,20,21,38
505,金柑 栄養,4800,50,1.398,-40.214,21,79,2,5,13,23,25,14,18
506,吐血性心疾患,5000,50,1.396,-120.386,37,63,2,2,4,10,24,26,32
507,中学生殺人事件,5000,50,1.395,-67.849,40,60,8,7,8,16,24,19,18
508,テリルジー 副作用,4900,50,1.392,-45.357,27,73,1,7,15,22,22,17,16
509,猫腎臓病症状,5200,50,1.391,-60.952,18,82,1,1,2,11,35,33,17
510,歌手アイ,6000,50,1.389,-30.812,37,63,0,1,1,5,10,22,61
511,肩甲骨周りの痛み,5200,50,1.386,-25.11,34,66,1,10,19,28,26,11,5
512,尿臭が強い原因,4800,50,1.386,-21.493,16,84,0,9,12,25,29,18,7
513,摘便 やり方,5400,50,1.385,-45.627,17,83,1,11,13,19,26,16,14
514,短腸症候群,5500,50,1.384,-64.858,31,69,1,17,22,24,18,11,7
515,胸が痛い ストレス,4700,50,1.383,-33.637,34,66,8,18,18,23,17,10,6
516,溶血,4900,50,1.382,-31.027,35,65,3,19,16,20,18,13,11
517,喉が渇く 糖尿病,4900,50,1.382,-38.935,40,60,4,18,20,21,18,11,8
518,栄養剤,5500,50,1.38,-21.898,38,62,2,15,14,17,18,14,20
519,ベラプロストna錠20,5300,50,1.379,-27.297,28,72,0,5,8,21,26,19,21
520,歯肉がん,5600,50,1.378,-51.447,32,68,2,6,12,21,23,19,17
521,インクリア 効果,5500,50,1.377,-60.123,7,93,3,27,23,23,18,4,2
522,大麻比古神社,5200,50,1.374,-50.523,44,56,2,6,12,19,29,21,11
523,子宮復古不全,5000,50,1.374,-50.101,8,92,1,28,45,14,6,4,2
524,脳動脈解離,4900,50,1.374,-21.915,33,67,1,7,13,24,29,16,10
525,足のふくらはぎが痛い,5400,50,1.372,-61.094,37,63,2,3,5,12,18,21,39
526,慢性中耳炎,5200,50,1.372,-25.222,29,71,5,11,24,24,16,11,9
527,55エンジェルナンバー,4900,50,1.372,-23.325,14,86,2,5,10,29,37,12,5
528,ハイドロコートン,5700,50,1.366,-24.634,32,68,0,37,23,19,12,6,3
529,運動しても痩せない,4900,50,1.366,-47.972,27,73,4,12,24,30,20,7,3
530,鬱病で働けない支援金制度,4900,50,1.366,-42.887,35,65,1,6,9,20,37,19,8
531,内服とは 意味,5500,50,1.362,-24.463,33,67,1,13,17,24,24,14,7
532,宮崎市 求人,5000,50,1.36,-36.48,24,76,1,9,19,28,28,10,5
533,トロッカー,5100,50,1.358,-67.388,27,73,1,35,21,19,15,6,3
534,ブラッドパッチ,5700,50,1.352,-30.586,30,70,2,16,18,25,19,13,7
535,きゅうりの中が黄色い,5600,50,1.351,-39.573,13,87,1,2,9,21,27,23,17
536,マイナンバーカード 高額医療制度,5500,50,1.349,-21.848,29,71,0,5,14,26,29,18,8
537,ユリーフod錠4mg,5400,50,1.349,-60.187,67,33,0,4,4,7,12,21,52
538,首のリンパ 場所,5800,50,1.348,-50.878,24,76,1,8,16,26,24,16,9
539,kcl,5700,50,1.345,-29.631,38,62,7,25,18,20,16,7,7
540,噛みグセを治す方法,5200,50,1.344,-62.027,26,74,4,7,18,27,25,12,7
541,qolとは わかりやすく,5100,50,1.344,-165.832,33,67,4,11,11,16,22,23,13
542,ベザトールsr錠200mg,5500,50,1.341,-76.04,42,58,0,3,4,14,25,25,29
543,肺がん手術,6000,50,1.339,-31.925,35,65,0,1,2,10,21,31,35
544,帯状疱疹何回もかかる?,6100,50,1.337,-27.236,15,85,0,1,2,9,29,34,25
545,犬血便,5300,50,1.337,-42.282,23,77,3,7,6,23,38,18,5
546,ベラプロスト,5300,50,1.335,-28.387,40,60,0,18,21,19,18,14,10
547,介護用品 歩行器,6100,50,1.334,-44.035,33,67,0,1,1,5,22,33,38
548,手作りヨーグルト,5400,50,1.331,-35.322,14,86,0,3,9,18,28,22,20
549,松江城マラソン2024,5000,50,1.329,-80.447,60,40,1,7,13,24,26,20,9
550,有痛性外脛骨障害,4800,50,1.327,-94.335,35,65,6,11,17,35,19,7,5
551,白血球 基準値,5200,50,1.326,-46.921,27,73,3,31,15,17,15,9,10
552,マイボーム腺機能不全,5500,50,1.325,-72.089,15,85,3,9,15,27,26,11,9
553,退院 英語,5100,50,1.325,-35.082,40,60,2,9,14,19,21,18,17
554,そば茶屋 メニュー,5200,50,1.324,-31.116,38,62,4,12,19,27,22,10,6
555,柿栄養,5200,50,1.321,-93.341,31,69,2,6,7,21,31,20,13
556,リロケーションダメージ,3300,40,1.698,-23.624,22,78,2,22,11,21,25,14,5
557,masld,3200,40,1.683,-34.063,55,45,1,13,19,23,22,14,8
558,コロナ 胃腸症状,3100,40,1.66,-75.511,21,79,1,8,22,36,22,9,2
559,肺水腫 胸水 違い,3500,40,1.656,-51.647,31,69,1,17,14,18,22,15,13
560,ウェルニッケコルサコフ症候群,3400,40,1.651,-31.149,29,71,2,14,14,20,24,18,8
561,ゲーベンクリーム 壊死組織,3500,40,1.631,-21.978,31,69,1,5,11,22,25,20,16
562,ペーシング波形,3600,40,1.63,-24.105,31,69,0,42,25,19,10,2,2
563,掻痒感 漢字,3600,40,1.619,-48.633,33,67,2,17,19,21,17,13,11
564,軟口蓋 場所,3800,40,1.613,-44.887,32,68,6,19,16,20,16,13,10
565,気管支炎 症状 おとな,3700,40,1.605,-20.591,27,73,1,8,14,19,19,20,19
566,看護研究 テーマ 例,3600,40,1.605,-46.698,10,90,1,42,15,22,16,3,1
567,ネスプ,3500,40,1.595,-40.736,40,60,1,10,16,24,24,14,11
568,乳ガンしこり どんな感じ,3300,40,1.593,-25.148,11,89,2,7,11,29,34,12,5
569,頚椎ヘルニア 症状,3700,40,1.592,-30.027,35,65,1,8,14,23,25,16,13
570,おしりの上の骨が痛い,3500,40,1.591,-59.472,23,77,8,17,23,21,21,8,2
571,mtx とは,3800,40,1.589,-30.958,36,64,2,19,13,20,21,14,11
572,浦岡胃腸クリニック 松山,3500,40,1.579,-45.571,34,66,1,2,9,20,27,22,19
573,ハイカロリーゼリー,3500,40,1.571,-50.018,23,77,1,7,12,24,28,18,10
574,デファンスとは,3900,40,1.565,-26.266,38,62,2,12,12,18,25,21,10
575,軟部肉腫,3500,40,1.556,-41.2,28,72,2,8,12,22,26,18,12
576,シベンゾリン,3900,40,1.555,-28.207,49,51,0,25,18,16,15,12,14
577,水下痢 原因 腹痛あり,3300,40,1.552,-33.56,17,83,3,23,25,24,18,5,2
578,心拍数と脈拍の違い,4000,40,1.55,-21.813,36,64,2,13,5,11,19,25,25
579,顎下リンパ 腫れ,3700,40,1.546,-39.845,30,70,5,13,18,26,23,11,4
580,フルスルチアミン25,4100,40,1.545,-23.067,34,66,0,4,5,12,19,24,36
581,抜去,3900,40,1.544,-20.053,36,64,3,9,11,19,28,19,11
582,更年期頭痛,3000,40,1.541,-83.351,11,89,2,1,1,32,60,2,2
583,レコード大賞 2024タイムテーブル,3900,40,1.54,-32.606,20,80,20,10,5,21,25,14,5
584,デカドロン 副作用,3700,40,1.54,-54.257,21,79,1,6,14,26,23,15,15
585,宝くじ買うと良い日2024,3900,40,1.539,-140.004,29,71,1,8,12,19,33,18,9
586,sirs 診断基準,3400,40,1.537,-45.118,47,53,0,24,26,22,14,9,5
587,メスチノン,4000,40,1.534,-40.55,40,60,0,16,17,19,22,15,11
588,カレー カレーうどんにする,3300,40,1.529,-22.088,30,70,1,18,42,27,8,2,2
589,和食メニュー,3500,40,1.526,-74.484,26,74,2,12,14,22,26,16,8
590,もり内科クリニック,3400,40,1.525,-36.184,26,74,1,7,14,24,26,16,12
591,鮮血 血便,3300,40,1.525,-41.183,39,61,1,8,20,29,23,11,8
592,リンパ球 基準値,3700,40,1.523,-40.521,30,70,0,11,9,17,23,19,21
593,ノベルジン25mg,3600,40,1.523,-24.763,31,69,1,4,10,20,23,19,23
594,高度房室ブロック,3400,40,1.523,-53.882,36,64,1,26,23,20,14,10,6
595,ec療法,3900,40,1.518,-37.342,18,82,1,15,12,24,25,15,8
596,養老公園 紅葉,3500,40,1.518,-132.584,46,54,2,8,9,14,24,24,19
597,歯のねもと 痛い,3400,40,1.515,-87.589,31,69,2,10,19,27,24,10,8
598,急性糖尿病とは,3900,40,1.511,-35.848,41,59,1,6,10,18,26,23,16
599,恥骨の上が痛い,4100,40,1.51,-37.469,25,75,1,3,10,21,29,23,13
600,ストレス 漢方,3700,40,1.51,-19.647,27,73,1,10,21,35,23,8,2
601,乳がん ステージ2a,3200,40,1.51,-64.331,20,80,1,2,10,30,30,18,9
602,アンギオ 検査,3800,40,1.508,-26.661,25,75,0,20,14,21,20,14,11
603,服部記念病院,3700,40,1.506,-39.906,39,61,1,4,9,17,27,21,21
604,柳川病院,3300,40,1.505,-25.123,39,61,1,7,11,23,27,18,13
605,まことクリニック,3300,40,1.5,-30.332,36,64,3,8,14,28,27,12,8
606,ヨーデルs糖衣錠,4400,40,1.497,-71.816,34,66,1,7,6,11,17,21,37
607,アームウォーマー 編み方,3800,40,1.497,-84.932,6,94,3,13,12,19,29,14,10
608,犬 嘔吐 フード,3600,40,1.494,-58.569,16,84,0,9,20,33,26,9,3
609,抗菌薬剤,3800,40,1.492,-84.708,32,68,1,9,13,22,19,18,18
610,瞼が腫れる病気,3600,40,1.491,-32.47,18,82,1,2,5,17,33,25,17
611,肛門科ら粘液,4000,40,1.49,-25.374,33,67,2,6,8,15,25,22,22
612,西病院,3600,40,1.49,-21.382,33,67,1,5,10,23,25,20,16
613,股の付け根が痛い,3400,40,1.49,-23.236,53,47,2,4,10,19,25,22,18
614,首の左側が痛い,3800,40,1.489,-27.843,34,66,6,11,13,20,22,16,12
615,ピオグリタゾン錠15mg,4200,40,1.488,-19.586,36,64,0,5,8,14,23,24,26
616,介護報酬改定 2024,3400,40,1.486,-119.977,47,53,1,4,14,25,28,17,11
617,ケフレックス顆粒,3700,40,1.484,-37.888,32,68,1,9,19,27,20,12,12
